source,appid,game_name,is_dlc,player_type,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,345800,Soundtrack,True,unknown,36430035,english,2017-11-10T23:49:55+00:00,2017-11-10T23:49:55+00:00,True,1,0,0,0.5,,False,False,,"I'm really happy about this one, cuz I can support the devs AND get an awesome soundtrack to an awesome game.",76561198079141224,0,20,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,42903400,english,2018-06-21T14:36:18+00:00,2018-06-21T14:36:18+00:00,True,3,0,0,0.531459152698516846,,False,False,,I've listened to The Final Combat for what must add up to weeks by now.,76561198027862369,0,50,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,80109878,english,2020-11-26T04:11:02+00:00,2020-11-26T04:11:02+00:00,True,0,0,0,0.5,,False,False,,10/10 Soundtrack Great job Stuart Chatwood,76561198076080729,242,6,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,71917443,english,2020-07-03T01:32:31+00:00,2020-07-03T01:32:31+00:00,True,0,0,0,0.5,,True,False,,Soundtrack is good itself. 'The Crimson Court' tracks are the best.,76561198075123781,0,9,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,116791143,english,2022-06-11T00:01:27+00:00,2022-06-11T00:01:27+00:00,True,0,0,0,0.5,,False,False,,"i love it (good for dark fantasy tt rpg,s)",76561198776645563,0,12,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,14580670,english,2015-02-21T18:38:27+00:00,2015-02-21T18:38:27+00:00,True,13,0,0,0.532010018825531006,,False,False,,perfectly sets the setting for the Darkest dungeon...,76561198041493152,196,16,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,106977761,english,2021-12-31T11:58:07+00:00,2021-12-31T11:58:07+00:00,True,0,0,0,0.5,,False,False,,A classic!  Bow down to despair and crisis!,76561198043346855,460,702,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,43099910,english,2018-06-27T13:52:54+00:00,2019-07-01T21:53:02+00:00,True,1,0,0,0.523809552192687988,,False,False,,Not worth 10 euro but at sale for 3 euro? Definitely,76561198138923260,143,22,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,32610222,english,2017-06-21T05:20:10+00:00,2017-06-21T05:20:10+00:00,True,1,0,0,0.5,,False,False,,"Kinda recommend getting this on sale, but over all it is a vry nice soundtrack. ^~^",76561198189307691,208,24,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,76766576,english,2020-09-29T15:17:39+00:00,2020-09-29T15:17:39+00:00,True,2,0,0,0.488454997539520264,,False,False,,The fact it has FLAC makes it worth it.,76561198032787146,307,101,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,148978134,english,2023-10-27T13:49:52+00:00,2023-10-27T13:49:52+00:00,True,0,0,0,0.5,,False,False,,Dark Mitochondria:  the DARK POWERHOUSE OF THE DARK CELL!,76561197968454589,0,8,0,0,,1970-01-01T00:00:00+00:00
